Unnamed: 0,id,fecha_hora,nombre_del,entidad,cargo,fecha_ho_1,incertidum,latitud,longitud,incertid_1,tipo_movim,origen,municipio,corregimie,vereda_bar,sector,direccion,muertes,heridos,desapareci,otras_afec,fuente,observacio,validado,DEM_mean,slope_mean,aspect_mean,nhd_mean,geo,cober,pre_anual,fecha,mes,pre_mensual,cp1,cp3,cp5,cp7,cp10,lp15_cp1,lp20_cp1,lp30_cp1,lp40_cp1,lp50_cp1,lp60_cp1,lp90_cp1,lp15_cp3,lp20_cp3,lp30_cp3,lp40_cp3,lp50_cp3,lp60_cp3,lp90_cp3,lp15_cp5,lp20_cp5,lp30_cp5,lp40_cp5,lp50_cp5,lp60_cp5,lp90_cp5,lp15_cp7,lp20_cp7,lp30_cp7,lp40_cp7,lp50_cp7,lp60_cp7,lp90_cp7,lp15_cp10,lp20_cp10,lp30_cp10,lp40_cp10,lp50_cp10,lp60_cp10,lp90_cp10
0,1000,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-10-20 02:00:00,Baja,6.24915326299998,-75.625464498,Media,Deslizamiento,Antrópico,Medellín,Comuna 13 San Javier,Las Independencias,,Carrera 113 # 36 C - 42,0.0,0.0,,,DAGRD,,1,1659.767578125,36.9327138264974,274.84246826171875,0.2020709117253621,8.0,7.0,1916.7314,2022-10-20 02:00:00,10,239.29034,30.535872456279996,47.59233918628,59.25138591628,63.725510426279996,68.68512252628,80.262353295,102.118819145,168.841741115,259.1178949379,370.0266016379,453.0186963917,767.4216035955,61.473946475,94.08845870500001,180.9689203579,259.0464942179,395.05148272789995,447.9325838855,755.1989416055,63.904411853720006,88.85461645372,205.72194741790003,264.8514736879,396.5946152179,444.1644128555,756.9419194454999,73.99000571372001,101.59173520372,223.0727382179,291.6589766579,392.56807551789996,480.84691042549997,762.7246730755,79.42087984372,125.27947566372,218.7712916779,333.19510437789995,410.5225922817,487.6938778055,779.9731698655
1,1497,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-07-11 15:00:00,Baja,6.223635689615262,-75.631941413431,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 70 Altavista,Altavista Sector Central,,Calle 18 # 109 - 3 Interior 206,0.0,0.0,,,DAGRD,,1,1711.1448317307693,24.754925067608173,164.28282752403845,0.0569876432418823,12.0,7.0,1916.7314,2024-07-11 15:00:00,7,136.01384,0.50842144,1.55325443,1.55325443,19.450024628,48.238643778,115.44793076799999,158.225617988,239.93687768799998,285.750675708,369.83152020099993,431.833904234,670.497265968,129.970754868,169.524470608,258.708333538,309.429196008,382.76418813099997,440.88641406299996,669.708329468,154.35865793800002,173.962801118,260.02312623800003,334.47659047799993,382.764188131,482.732528953,669.708329468,151.26554826,202.280714604,243.622339514,322.332568444,383.78065388000005,473.23870283599996,661.156750581,130.16328199999998,184.372122584,239.867092514,316.78082521400006,378.86036667999997,476.058701706,667.434926461
2,833,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-07-01 05:30:00,Baja,6.2339808,-75.5356764,Media,Deslizamiento,Antrópico,Medellín,Comuna 8 Villa Hermosa,Las Estancias,,Carrera 6 # 52 - 23 Interior 151,0.0,0.0,,,DAGRD,,1,1653.9900841346157,9.083973224346456,152.36748798076923,0.0439518323311438,13.0,7.0,1969.9814,2022-07-01 05:30:00,7,138.8304,15.05713297,33.51253341,56.44154119859999,79.9141061386,97.68156072859999,146.19426390260003,192.8581615473,287.7194737533,360.565705902,431.62275642400004,488.042954477,670.8648614250001,145.977694206,184.9269163483,292.52564134429997,345.910368469,419.599560854,473.28387963399996,693.12841972,137.8579262724,178.1770882647,273.3255009307,345.75007656900004,412.935524044,470.11005939000006,703.5365411700001,128.957450305,165.5472451947,255.18787404069997,343.75811329199996,417.062450627,455.218039523,711.042446273,136.9370687347,194.26496095070002,251.94598230200003,342.65262072800004,405.653244827,457.674791799,698.1209624840001
3,203,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-01-01 00:00:00,Media,6.278856478241316,-75.60772605856022,Media,Deslizamiento,Antrópico,Medellín,Comuna 7 Robledo,Fuente Clara,,Calle 63 # 96 A - 65 Interior 145,0.0,0.0,,,DAGRD,,1,1659.4982244318182,24.6323935768821,155.6624200994318,0.6919837431474165,12.0,7.0,1864.2473,2021-01-01 00:00:00,1,63.983105,0.19249989,3.07897605,14.398877194,79.141523196,91.167156746,95.642522016,105.172801516,142.376629094,176.074511864,303.45028276500005,380.0841160279999,604.0498918549999,103.191915496,104.523861508,139.297653044,191.920378581,340.909095212,413.24129114799996,619.9692641199999,94.041095342,97.19526606299999,158.559040729,206.860205464,344.68598217,429.91205209300006,654.558987829,28.93206945,36.235408187,96.802177909,167.41787269399998,293.489032705,378.044827498,599.201028629,18.775910597000003,46.09929909900001,86.358906449,211.748612411,289.61706195700003,394.05984930399995,598.113984131
4,835,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-07-05 05:00:00,Baja,6.27510101600001,-75.607243,Media,Deslizamiento,Antrópico,Medellín,Comuna 13 San Javier,Blanquizal,,Carrera 94 # 57 C - 65 Interior 118,0.0,0.0,,,DAGRD,,1,1611.880580357143,28.327848161969865,296.82261439732144,0.220713700566973,2.0,7.0,1864.2473,2022-07-05 05:00:00,7,130.3031,4.028431380000001,7.069628590000001,41.044112882,62.196970202,117.60366104,173.897427096,218.709609206,343.724888442,464.6821938,620.685742627,746.589104145,950.950230618,186.839013496,240.28019374400003,372.574884602,496.893645317,630.206986247,754.761630055,988.489698151,175.21135428600002,259.536760576,371.456122852,492.82994491700003,611.506720817,722.215756095,962.752943221,177.743983684,246.396969186,385.88861508199994,497.957005757,643.105709415,702.3078963849999,976.501624984,181.573175611,223.56033784199997,341.0000491,484.65785189699994,619.347913875,668.9435657849999,1008.5692367839999
5,1478,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-07-01 12:50:00,Baja,6.26543338883258,-75.61442050660635,Media,Otro,Antrópico,Medellín,Comuna 13 San Javier,Juan XXIII La Quiebra,,Calle 48 DD # 99 D - 20 Interior 106,0.0,0.0,,,DAGRD,,1,1606.907001201923,18.790580162635216,219.70594200721155,0.0943033420122586,9.0,7.0,1864.2473,2024-07-01 12:50:00,7,130.3031,15.25182755,17.26184292,55.9794229082,106.6983742782,128.07664731057,156.74371081,192.279467962,232.33641220200002,314.392856175,380.750275115,478.689438245,648.80228888238,179.718294382,212.166319082,248.96468816200002,338.75800875500005,397.28026346499996,477.320011115,646.7927915953601,143.099087712,176.30329931199998,241.146847915,302.045851385,390.356666315,457.78987246500003,608.0752116071599,109.036000992,132.600496442,193.113472425,265.69347470499997,345.656279945,425.87101518500003,558.7880827371599,104.64979378199999,121.977997572,197.592418445,264.233444305,353.043231655,437.725691105,537.70107897302
6,1456,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-06-27 07:00:00,Baja,6.207613948423542,-75.61102127710888,Media,Otro,Antrópico,Medellín,Corregimiento 70 Altavista,San José del Manzanillo,,Calle 5 Sur # 85 - 40,0.0,0.0,,,DAGRD,,1,1732.7491861979167,20.94786834716797,116.6986083984375,0.8667635122934977,8.0,8.0,1916.7314,2024-06-27 07:00:00,6,176.7423,7.072090439999999,42.63497749,69.14814511099999,73.136447481,91.676191041,137.08380451699998,168.57601370700002,249.134667019,300.782372246,400.498696607,477.1126460173999,600.2672017574,115.71075972700001,138.4823753634,220.6415993164,279.9882647014,372.6331933174,460.10505585140004,569.4325771014,105.26511159600001,128.9328362334,219.54282948040003,275.76602708539997,384.2109870514,447.60894814540006,550.0581113654,101.276809226,127.69993958340001,227.8681699804,283.3150296474,398.7312903254,460.8768014494,545.5955168521,107.3026269434,154.99897898540002,219.53997112040003,297.6783969314,384.32365398540003,464.09273974940004,531.2010535621
7,1453,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-06-28 07:00:00,Baja,6.26660555,-75.62980022,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 60 San Cristóbal,La Loma,,Carrera 125 # 50 C - 48,0.0,0.0,,,DAGRD,,1,1725.4622395833333,17.25426991780599,259.77569580078125,0.149360458056132,8.0,7.0,1864.2473,2024-06-28 07:00:00,6,159.97847,26.812922220000004,73.76413597,86.34245967,111.23361298,137.61698843,156.02088669,189.20266772600002,244.51121453,311.783518363,381.657569633,451.93266548300005,612.03640866,124.29958558999999,146.217113876,215.0504293,269.232471843,358.149958973,430.60986282199997,568.59889066,131.734561856,146.82778176,202.97430956,285.688168623,353.702761403,441.00481283199997,556.14005214,105.96181606,127.78366947999999,197.126202546,260.84222586100003,352.18042535300003,444.060477988,530.4648850599999,93.45258984,122.76565159999998,200.695272113,257.457941413,335.88054903299997,436.393242454,506.01930864999997
8,1008,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-10-22 09:30:00,Baja,6.277028624287424,-75.54492697608465,Media,Deslizamiento,Antrópico,Medellín,Comuna 3 Manrique,Las Granjas,,Carrera 32 # 84 C - 114,0.0,0.0,,,DAGRD,,1,1775.1318359375,38.65322004045759,253.77357700892856,0.3411863531385149,4.0,7.0,1850.9341,2022-10-22 09:30:00,10,219.28531,2.53902392,24.45852279,40.200596219000005,47.258860359,60.95167039900001,94.421004127,111.382157197,207.65444406199998,312.9582438917,389.2997138377,469.1896066011,771.5405456000001,87.718958186,120.714041722,198.95949686900002,296.07927470469997,382.5881849977,482.5839347931,762.65740056,72.061415948,114.729561741,206.90089650899998,291.2953040347,394.7790945677,474.62148223310004,747.996465531,73.239734686,116.140803541,225.716113645,307.09411509969993,419.3095539961,466.3317814981,750.5989554209999,93.73831277100001,135.67897718,250.4354319467,327.2572567497,406.68809374899996,504.941704666,747.0381941210001
9,1446,2024/08/06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-06-19 18:00:00,Baja,6.270814125066564,-75.63108629392512,Media,Deslizamiento,Antrópico,Medellín,Corregimiento 60 San Cristóbal,La Loma,,Carrera 125 A # 53 A - 38,0.0,0.0,,,DAGRD,,1,1828.175030048077,17.930432833158054,187.09861403245196,0.6365598531869742,12.0,8.0,1864.2473,2024-06-19 18:00:00,6,159.97847,19.8895792,22.685799905,57.811293325,66.25484828500001,76.178713595,94.88562013,122.6381451,205.878707572,254.978879887,341.813767477,445.557886601,510.97213944099997,98.56476038999999,139.66140427,203.571235672,291.371195027,358.926930507,459.769341296,512.3541082859999,81.72380805,110.13642245999999,178.84980675,259.342434145,343.656371935,427.76737370599994,477.22861486599993,88.94193733,118.944517656,193.58399150500003,277.203176995,359.233776969,421.24184398599994,468.785059906,90.75084371,137.01584658299998,193.564983105,284.711833115,387.792420076,411.317978676,460.14249436599994
